time,temperature_2m (°C),relative_humidity_2m (%),dew_point_2m (°C),apparent_temperature (°C),precipitation_probability (%),precipitation (mm),rain (mm),showers (mm),snowfall (cm),snow_depth (m),weather_code (wmo code),cloud_cover (%),visibility (m),wind_speed_10m (km/h),wind_gusts_10m (km/h),uv_index (),is_day ()
2025-10-14T06:00,11.6,91,10.2,11.1,0,0.00,0.00,0.00,0.00,0.00,3,100,14100.00,4.3,9.7,0.00,0
2025-10-14T07:00,12.0,92,10.7,11.7,0,0.00,0.00,0.00,0.00,0.00,3,100,13400.00,3.5,7.9,0.00,0
2025-10-14T08:00,11.1,90,9.6,10.4,0,0.00,0.00,0.00,0.00,0.00,2,50,14300.00,4.3,6.8,0.00,0
2025-10-14T09:00,10.3,92,9.1,9.7,0,0.00,0.00,0.00,0.00,0.00,0,5,13300.00,2.6,3.6,0.00,0
2025-10-14T10:00,9.5,88,7.6,8.0,0,0.00,0.00,0.00,0.00,0.00,0,0,14300.00,6.0,13.0,0.00,0
2025-10-14T11:00,9.3,88,7.4,8.0,0,0.00,0.00,0.00,0.00,0.00,0,4,13500.00,4.7,6.1,0.00,0
2025-10-14T12:00,9.5,90,8.0,8.5,0,0.00,0.00,0.00,0.00,0.00,3,100,12600.00,3.7,6.8,0.05,1
2025-10-14T13:00,12.4,91,11.0,12.4,0,0.00,0.00,0.00,0.00,0.00,1,49,13700.00,2.2,17.3,0.55,1
2025-10-14T14:00,14.6,84,12.0,14.6,0,0.00,0.00,0.00,0.00,0.00,1,25,16700.00,4.4,19.8,1.50,1
2025-10-14T15:00,16.3,82,13.2,16.9,0,0.00,0.00,0.00,0.00,0.00,0,4,17700.00,2.6,16.6,2.55,1
2025-10-14T16:00,18.8,70,13.2,18.9,0,0.00,0.00,0.00,0.00,0.00,0,13,24100.00,6.5,19.1,3.50,1
2025-10-14T17:00,20.8,57,12.0,19.7,0,0.00,0.00,0.00,0.00,0.00,0,8,33400.00,11.9,17.3,4.05,1
2025-10-14T18:00,21.7,53,11.7,20.5,0,0.00,0.00,0.00,0.00,0.00,0,15,35100.00,12.1,18.0,4.05,1
2025-10-14T19:00,21.7,54,12.0,20.8,0,0.00,0.00,0.00,0.00,0.00,1,35,34000.00,10.5,13.7,3.55,1
2025-10-14T20:00,20.7,63,13.4,19.4,0,0.00,0.00,0.00,0.00,0.00,3,100,27100.00,16.5,22.7,2.50,1
2025-10-14T21:00,20.1,64,13.1,19.0,0,0.00,0.00,0.00,0.00,0.00,0,14,26100.00,14.5,20.9,1.25,1
2025-10-14T22:00,19.2,62,11.7,17.9,0,0.00,0.00,0.00,0.00,0.00,0,4,28000.00,12.2,22.0,0.65,1
2025-10-14T23:00,17.0,66,10.6,15.6,0,0.00,0.00,0.00,0.00,0.00,0,5,25500.00,10.9,32.0,0.05,0
2025-10-15T00:00,15.0,63,8.0,12.0,0,0.00,0.00,0.00,0.00,0.00,0,1,28000.00,17.1,42.8,0.00,0
2025-10-15T01:00,13.2,69,7.6,10.0,0,0.00,0.00,0.00,0.00,0.00,0,1,24000.00,17.3,42.1,0.00,0
2025-10-15T02:00,12.6,70,7.3,9.9,0,0.00,0.00,0.00,0.00,0.00,0,7,23000.00,13.8,39.2,0.00,0
2025-10-15T03:00,12.3,77,8.4,9.6,0,0.00,0.00,0.00,0.00,0.00,1,25,19200.00,16.0,43.2,0.00,0
2025-10-15T04:00,12.2,73,7.5,9.3,0,0.00,0.00,0.00,0.00,0.00,0,2,21600.00,15.6,37.4,0.00,0
2025-10-15T05:00,12.4,63,5.6,9.3,0,0.00,0.00,0.00,0.00,0.00,1,21,27200.00,14.2,29.9,0.00,0
2025-10-15T06:00,11.9,64,5.3,8.9,0,0.00,0.00,0.00,0.00,0.00,2,66,27200.00,12.9,29.2,0.00,0
2025-10-15T07:00,11.5,62,4.5,8.4,0,0.00,0.00,0.00,0.00,0.00,2,77,28100.00,12.3,34.9,0.00,0
2025-10-15T08:00,11.2,62,4.2,7.8,1,0.00,0.00,0.00,0.00,0.00,0,19,28600.00,13.9,36.4,0.00,0
2025-10-15T09:00,10.5,55,1.9,6.5,2,0.00,0.00,0.00,0.00,0.00,1,40,33400.00,15.1,35.3,0.00,0
2025-10-15T10:00,10.1,57,1.9,6.6,4,0.00,0.00,0.00,0.00,0.00,3,99,32200.00,11.8,28.8,0.00,0
2025-10-15T11:00,10.1,56,1.7,6.8,1,0.00,0.00,0.00,0.00,0.00,3,100,33100.00,10.5,29.5,0.00,0
2025-10-15T12:00,9.4,56,1.0,6.0,0,0.00,0.00,0.00,0.00,0.00,0,3,33600.00,9.7,23.8,0.00,1
2025-10-15T13:00,10.3,54,1.4,6.6,1,0.00,0.00,0.00,0.00,0.00,2,79,35300.00,12.4,22.3,0.50,1
2025-10-15T14:00,10.4,57,2.3,7.2,6,0.00,0.00,0.00,0.00,0.00,2,58,32200.00,10.0,14.4,1.45,1
2025-10-15T15:00,12.1,52,2.5,9.2,1,0.00,0.00,0.00,0.00,0.00,0,1,36800.00,7.9,10.4,2.50,1
2025-10-15T16:00,13.2,49,2.7,10.2,0,0.00,0.00,0.00,0.00,0.00,0,4,39000.00,8.7,10.8,3.45,1
2025-10-15T17:00,13.6,50,3.4,11.0,0,0.00,0.00,0.00,0.00,0.00,0,5,37600.00,9.7,11.5,4.00,1
2025-10-15T18:00,13.8,47,2.7,11.1,0,0.00,0.00,0.00,0.00,0.00,0,5,40300.00,8.9,12.6,4.00,1
2025-10-15T19:00,13.9,47,2.8,10.8,0,0.00,0.00,0.00,0.00,0.00,0,2,41100.00,10.5,15.1,3.55,1
2025-10-15T20:00,14.2,43,1.8,10.9,0,0.00,0.00,0.00,0.00,0.00,0,4,44800.00,9.7,12.2,2.65,1
2025-10-15T21:00,14.1,37,-0.4,10.3,0,0.00,0.00,0.00,0.00,0.00,0,2,53900.00,11.1,15.1,1.55,1
2025-10-15T22:00,12.4,44,0.5,8.8,0,0.00,0.00,0.00,0.00,0.00,0,0,44500.00,10.6,18.7,0.60,1
2025-10-15T23:00,10.3,54,1.4,6.6,0,0.00,0.00,0.00,0.00,0.00,3,100,34800.00,12.0,29.2,0.05,0
2025-10-16T00:00,9.4,65,3.2,5.7,0,0.00,0.00,0.00,0.00,0.00,3,100,26200.00,14.8,35.3,0.00,0
2025-10-16T01:00,8.6,70,3.4,5.1,0,0.00,0.00,0.00,0.00,0.00,3,100,23100.00,13.6,35.6,0.00,0
2025-10-16T02:00,8.8,70,3.6,5.1,0,0.00,0.00,0.00,0.00,0.00,3,100,23200.00,14.6,38.2,0.00,0
2025-10-16T03:00,8.3,68,2.8,4.8,0,0.00,0.00,0.00,0.00,0.00,3,100,24100.00,13.0,36.7,0.00,0
2025-10-16T04:00,7.8,70,2.6,4.4,0,0.00,0.00,0.00,0.00,0.00,0,0,23200.00,11.9,33.8,0.00,0
2025-10-16T05:00,7.0,70,1.9,3.7,0,0.00,0.00,0.00,0.00,0.00,0,0,23300.00,10.6,30.6,0.00,0
2025-10-16T06:00,6.2,72,1.6,3.1,0,0.00,0.00,0.00,0.00,0.00,0,0,22500.00,8.6,21.2,0.00,0
2025-10-16T07:00,5.4,72,0.8,2.4,0,0.00,0.00,0.00,0.00,0.00,3,100,22300.00,7.3,19.4,0.00,0
2025-10-16T08:00,4.9,73,0.4,2.0,0,0.00,0.00,0.00,0.00,0.00,3,100,22100.00,6.0,18.0,0.00,0
2025-10-16T09:00,4.3,72,-0.3,1.2,0,0.00,0.00,0.00,0.00,0.00,0,0,23400.00,6.3,19.4,0.00,0
2025-10-16T10:00,3.8,77,0.1,0.9,0,0.00,0.00,0.00,0.00,0.00,0,0,20300.00,5.0,16.2,0.00,0
2025-10-16T11:00,3.4,79,0.1,0.4,0,0.00,0.00,0.00,0.00,0.00,0,0,19100.00,6.2,15.1,0.00,0
2025-10-16T12:00,3.4,82,0.6,0.4,0,0.00,0.00,0.00,0.00,0.00,0,0,17700.00,7.2,17.3,0.00,1
2025-10-16T13:00,6.2,78,2.7,3.5,0,0.00,0.00,0.00,0.00,0.00,0,0,19700.00,7.5,21.2,0.50,1
2025-10-16T14:00,9.3,61,2.1,5.9,0,0.00,0.00,0.00,0.00,0.00,0,0,30500.00,10.9,21.2,1.45,1
2025-10-16T15:00,11.2,43,-0.9,7.2,0,0.00,0.00,0.00,0.00,0.00,0,0,47300.00,11.9,19.4,2.50,1
2025-10-16T16:00,12.5,37,-1.8,8.7,0,0.00,0.00,0.00,0.00,0.00,0,1,53600.00,9.8,22.7,3.40,1
2025-10-16T17:00,13.4,38,-0.6,10.9,0,0.00,0.00,0.00,0.00,0.00,0,0,52300.00,5.1,13.3,3.95,1
2025-10-16T18:00,14.4,40,0.9,11.4,0,0.00,0.00,0.00,0.00,0.00,0,2,49500.00,9.2,13.0,3.95,1
2025-10-16T19:00,14.9,38,0.7,11.6,0,0.00,0.00,0.00,0.00,0.00,0,1,51800.00,8.9,14.0,3.45,1
2025-10-16T20:00,15.2,36,0.2,11.5,0,0.00,0.00,0.00,0.00,0.00,0,2,54000.00,10.8,16.2,2.60,1
2025-10-16T21:00,14.8,42,2.0,11.5,0,0.00,0.00,0.00,0.00,0.00,0,6,45800.00,10.4,16.2,1.55,1
2025-10-16T22:00,13.4,40,0.0,9.6,0,0.00,0.00,0.00,0.00,0.00,0,0,49200.00,11.5,20.9,0.60,1
2025-10-16T23:00,10.8,48,0.2,7.4,0,0.00,0.00,0.00,0.00,0.00,0,0,40300.00,8.7,24.8,0.05,0
2025-10-17T00:00,10.4,55,1.7,7.1,0,0.00,0.00,0.00,0.00,0.00,0,0,33900.00,9.8,24.1,0.00,0
2025-10-17T01:00,8.7,56,0.4,5.3,0,0.00,0.00,0.00,0.00,0.00,0,0,32500.00,9.7,19.8,0.00,0
2025-10-17T02:00,7.9,62,1.0,4.5,0,0.00,0.00,0.00,0.00,0.00,0,0,28000.00,10.0,21.2,0.00,0
2025-10-17T03:00,7.7,63,1.1,4.2,0,0.00,0.00,0.00,0.00,0.00,3,100,27400.00,10.8,23.0,0.00,0
2025-10-17T04:00,7.3,64,0.9,4.1,0,0.00,0.00,0.00,0.00,0.00,0,0,26700.00,8.5,19.1,0.00,0
2025-10-17T05:00,6.1,71,1.3,3.1,0,0.00,0.00,0.00,0.00,0.00,0,0,22400.00,7.6,18.0,0.00,0
2025-10-17T06:00,5.9,76,2.0,2.7,0,0.00,0.00,0.00,0.00,0.00,0,0,20000.00,9.7,22.7,0.00,0
2025-10-17T07:00,5.2,77,1.5,2.6,0,0.00,0.00,0.00,0.00,0.00,0,0,19500.00,4.8,18.4,0.00,0
2025-10-17T08:00,4.7,77,1.0,1.8,0,0.00,0.00,0.00,0.00,0.00,0,0,19500.00,6.9,13.0,0.00,0
2025-10-17T09:00,4.2,83,1.6,1.3,0,0.00,0.00,0.00,0.00,0.00,0,0,16600.00,7.4,10.4,0.00,0
2025-10-17T10:00,4.8,80,1.6,2.3,0,0.00,0.00,0.00,0.00,0.00,0,1,17800.00,4.3,8.3,0.00,0
2025-10-17T11:00,5.4,76,1.5,2.9,2,0.00,0.00,0.00,0.00,0.00,3,100,19700.00,4.4,12.2,0.00,0
2025-10-17T12:00,7.3,68,1.8,5.2,8,0.00,0.00,0.00,0.00,0.00,3,100,25300.00,2.3,9.0,0.00,1
2025-10-17T13:00,8.6,69,3.2,6.4,4,0.00,0.00,0.00,0.00,0.00,3,99,24500.00,4.5,8.3,0.05,1
2025-10-17T14:00,9.5,66,3.5,7.4,13,0.00,0.00,0.00,0.00,0.00,3,99,26200.00,3.9,4.3,0.20,1
2025-10-17T15:00,11.1,72,6.3,10.0,31,0.00,0.00,0.00,0.00,0.00,2,66,23000.00,1.4,7.6,0.35,1
2025-10-17T16:00,12.7,67,6.8,11.2,25,0.00,0.00,0.00,0.00,0.00,3,92,26200.00,4.7,9.7,0.35,1
2025-10-17T17:00,12.8,67,6.8,11.2,13,0.00,0.00,0.00,0.00,0.00,3,98,25400.00,5.1,9.0,0.40,1
2025-10-17T18:00,12.2,74,7.7,10.8,24,0.00,0.00,0.00,0.00,0.00,3,99,21700.00,5.6,9.7,1.00,1
2025-10-17T19:00,11.9,69,6.4,10.2,22,0.00,0.00,0.00,0.00,0.00,3,89,24400.00,5.0,9.0,0.35,1
2025-10-17T20:00,11.2,74,6.8,10.2,9,0.00,0.00,0.00,0.00,0.00,3,100,21400.00,1.1,11.5,0.30,1
2025-10-17T21:00,10.7,77,6.8,9.6,15,0.10,0.10,0.00,0.00,0.00,51,99,20100.00,2.1,11.9,0.15,1
2025-10-17T22:00,10.7,77,6.8,9.2,8,0.00,0.00,0.00,0.00,0.00,3,100,20900.00,4.4,10.1,0.05,1
2025-10-17T23:00,10.7,78,7.0,9.5,7,0.00,0.00,0.00,0.00,0.00,3,100,20500.00,3.1,15.8,0.00,0
2025-10-18T00:00,10.5,83,7.8,9.2,5,0.00,0.00,0.00,0.00,0.00,3,100,17300.00,4.9,21.2,0.00,0
2025-10-18T01:00,10.4,85,8.0,9.5,22,0.40,0.40,0.00,0.00,0.00,51,99,16600.00,2.9,17.3,0.00,0
2025-10-18T02:00,10.5,89,8.8,9.7,29,0.20,0.20,0.00,0.00,0.00,51,100,14500.00,3.6,20.2,0.00,0
2025-10-18T03:00,10.9,93,9.8,10.1,49,1.00,1.00,0.00,0.00,0.00,55,100,3900.00,5.2,15.8,0.00,0
2025-10-18T04:00,10.9,95,10.1,9.7,33,1.30,1.30,0.00,0.00,0.00,61,100,12200.00,8.4,15.1,0.00,0
2025-10-18T05:00,11.1,91,9.7,10.1,10,0.00,0.00,0.00,0.00,0.00,3,89,13300.00,6.4,20.2,0.00,0
2025-10-18T06:00,11.9,92,10.6,11.3,2,0.00,0.00,0.00,0.00,0.00,2,56,13300.00,5.0,16.9,0.00,0
2025-10-18T07:00,11.8,87,9.7,10.6,1,0.00,0.00,0.00,0.00,0.00,0,19,13800.00,7.5,22.3,0.00,0
2025-10-18T08:00,12.0,87,9.9,10.9,1,0.00,0.00,0.00,0.00,0.00,0,4,13600.00,7.5,18.7,0.00,0
2025-10-18T09:00,12.3,85,9.9,11.0,1,0.00,0.00,0.00,0.00,0.00,0,5,14300.00,9.1,22.7,0.00,0
2025-10-18T10:00,12.5,79,9.0,10.9,1,0.00,0.00,0.00,0.00,0.00,3,94,18600.00,9.5,30.6,0.00,0
2025-10-18T11:00,12.8,77,8.9,11.1,1,0.00,0.00,0.00,0.00,0.00,3,86,19600.00,9.8,35.3,0.00,0
2025-10-18T12:00,12.9,80,9.6,11.1,1,0.00,0.00,0.00,0.00,0.00,0,19,18100.00,11.6,38.2,0.00,1
2025-10-18T13:00,13.7,82,10.7,12.7,1,0.00,0.00,0.00,0.00,0.00,0,4,18400.00,8.3,30.6,0.40,1
2025-10-18T14:00,15.1,77,11.1,13.4,1,0.00,0.00,0.00,0.00,0.00,2,55,20500.00,14.1,37.8,1.15,1
2025-10-18T15:00,16.3,73,11.5,14.7,2,0.00,0.00,0.00,0.00,0.00,0,2,23300.00,14.2,34.6,2.05,1
2025-10-18T16:00,17.0,69,11.3,15.1,1,0.00,0.00,0.00,0.00,0.00,0,2,25100.00,15.6,34.6,3.25,1
2025-10-18T17:00,18.4,61,10.8,16.7,1,0.00,0.00,0.00,0.00,0.00,0,4,30300.00,14.1,33.5,3.85,1
2025-10-18T18:00,19.8,55,10.5,17.5,1,0.00,0.00,0.00,0.00,0.00,0,0,35100.00,17.1,31.7,3.85,1
2025-10-18T19:00,20.6,54,11.0,18.9,0,0.00,0.00,0.00,0.00,0.00,0,0,35300.00,13.9,28.8,3.40,1
2025-10-18T20:00,20.6,49,9.5,18.5,0,0.00,0.00,0.00,0.00,0.00,0,0,39600.00,14.0,26.3,1.95,1
2025-10-18T21:00,20.5,53,10.6,18.8,0,0.00,0.00,0.00,0.00,0.00,0,0,34900.00,12.9,27.7,1.45,1
2025-10-18T22:00,18.3,66,11.8,17.9,0,0.00,0.00,0.00,0.00,0.00,0,0,26100.00,6.7,15.1,0.55,1
2025-10-18T23:00,16.4,75,11.9,15.7,1,0.00,0.00,0.00,0.00,0.00,0,3,20700.00,8.8,13.0,0.05,0
2025-10-19T00:00,15.6,78,11.8,14.8,1,0.00,0.00,0.00,0.00,0.00,3,95,18900.00,9.2,15.5,0.00,0
2025-10-19T01:00,15.9,72,10.8,15.1,2,0.00,0.00,0.00,0.00,0.00,3,99,21900.00,7.4,12.2,0.00,0
2025-10-19T02:00,15.2,83,12.3,14.9,2,0.00,0.00,0.00,0.00,0.00,2,66,16900.00,7.2,11.9,0.00,0
2025-10-19T03:00,15.8,79,12.1,15.8,2,0.00,0.00,0.00,0.00,0.00,3,96,18800.00,4.6,12.2,0.00,0
2025-10-19T04:00,15.8,76,11.6,15.1,2,0.00,0.00,0.00,0.00,0.00,1,24,20000.00,7.7,7.9,0.00,0
2025-10-19T05:00,16.2,73,11.4,15.9,3,0.00,0.00,0.00,0.00,0.00,1,22,21800.00,5.5,7.9,0.00,0
2025-10-19T06:00,17.1,66,10.7,15.9,2,0.00,0.00,0.00,0.00,0.00,0,13,26400.00,9.4,20.5,0.00,0
2025-10-19T07:00,17.2,72,12.1,16.4,2,0.00,0.00,0.00,0.00,0.00,0,4,22100.00,10.1,18.7,0.00,0
2025-10-19T08:00,17.4,73,12.5,16.9,2,0.00,0.00,0.00,0.00,0.00,0,10,22200.00,9.4,16.2,0.00,0
2025-10-19T09:00,17.3,75,12.8,16.9,8,0.00,0.00,0.00,0.00,0.00,3,100,20600.00,8.9,17.6,0.00,0
2025-10-19T10:00,18.2,69,12.4,17.3,8,0.00,0.00,0.00,0.00,0.00,1,20,24600.00,11.8,28.4,0.00,0
2025-10-19T11:00,18.0,68,12.0,16.3,9,0.00,0.00,0.00,0.00,0.00,0,4,25300.00,16.3,32.4,0.00,0
2025-10-19T12:00,17.8,68,11.8,16.4,8,0.00,0.00,0.00,0.00,0.00,1,24,25300.00,13.6,27.0,0.00,1
2025-10-19T13:00,18.5,67,12.3,16.5,9,0.00,0.00,0.00,0.00,0.00,3,100,25700.00,18.5,42.5,0.35,1
2025-10-19T14:00,17.8,69,12.0,15.5,12,0.00,0.00,0.00,0.00,0.00,3,100,24200.00,19.6,44.3,0.90,1
2025-10-19T15:00,20.7,63,13.4,18.9,16,0.00,0.00,0.00,0.00,0.00,3,98,29000.00,19.7,50.4,1.00,1
2025-10-19T16:00,21.4,62,13.8,19.7,11,0.00,0.00,0.00,0.00,0.00,3,100,29000.00,20.1,48.2,2.40,1
2025-10-19T17:00,22.4,57,13.5,20.1,6,0.00,0.00,0.00,0.00,0.00,3,98,33200.00,23.3,54.0,2.95,1
2025-10-19T18:00,22.7,57,13.8,20.7,6,0.00,0.00,0.00,0.00,0.00,3,98,32200.00,22.1,50.8,1.90,1
2025-10-19T19:00,21.7,57,12.8,20.0,16,0.00,0.00,0.00,0.00,0.00,3,100,31900.00,18.3,36.0,0.15,1
2025-10-19T20:00,17.3,99,17.2,16.9,59,6.80,6.80,0.00,0.00,0.00,63,100,4100.00,20.7,46.1,0.40,1
2025-10-19T21:00,16.4,94,15.5,16.5,99,1.90,1.90,0.00,0.00,0.00,61,100,12900.00,12.3,27.7,0.15,1
2025-10-19T22:00,16.1,92,14.8,15.4,72,0.70,0.70,0.00,0.00,0.00,53,100,13200.00,16.3,43.9,0.00,1
2025-10-19T23:00,16.4,91,14.9,15.9,53,0.90,0.90,0.00,0.00,0.00,53,100,8400.00,14.3,33.1,0.00,0
2025-10-20T00:00,15.8,90,14.1,14.7,43,0.20,0.20,0.00,0.00,0.00,51,100,13900.00,16.7,36.0,0.00,0
2025-10-20T01:00,15.3,92,14.0,14.5,30,0.10,0.10,0.00,0.00,0.00,51,98,13400.00,14.4,31.3,0.00,0
2025-10-20T02:00,14.9,88,13.0,13.8,30,0.20,0.20,0.00,0.00,0.00,51,99,13600.00,14.3,37.4,0.00,0
2025-10-20T03:00,14.4,91,13.0,13.6,28,0.40,0.40,0.00,0.00,0.00,51,99,13600.00,12.3,33.1,0.00,0
2025-10-20T04:00,14.2,94,13.2,13.0,52,0.20,0.20,0.00,0.00,0.00,51,100,4700.00,15.0,29.5,0.00,0
2025-10-20T05:00,13.7,95,12.9,13.0,57,2.20,2.20,0.00,0.00,0.00,61,100,12200.00,11.6,20.2,0.00,0
2025-10-20T06:00,13.2,92,12.0,10.7,61,1.40,1.40,0.00,0.00,0.00,61,100,13800.00,21.6,42.8,0.00,0
2025-10-20T07:00,12.4,92,11.1,10.1,56,0.20,0.20,0.00,0.00,0.00,51,100,13600.00,18.3,42.5,0.00,0
2025-10-20T08:00,11.7,92,10.5,8.6,49,0.10,0.10,0.00,0.00,0.00,51,100,9500.00,22.5,53.6,0.00,0
2025-10-20T09:00,11.1,88,9.2,7.5,41,0.90,0.90,0.00,0.00,0.00,53,100,12400.00,23.3,58.7,0.00,0
2025-10-20T10:00,10.9,87,8.9,7.9,54,0.80,0.80,0.00,0.00,0.00,53,100,15300.00,18.9,52.2,0.00,0
2025-10-20T11:00,10.7,85,8.3,7.8,32,0.00,0.00,0.00,0.00,0.00,3,100,16300.00,17.2,47.5,0.00,0
2025-10-20T12:00,10.7,87,8.6,7.7,19,0.00,0.00,0.00,0.00,0.00,3,100,15800.00,17.7,45.7,0.00,1
2025-10-20T13:00,10.7,86,8.5,7.6,6,0.00,0.00,0.00,0.00,0.00,3,100,16200.00,18.7,41.8,0.15,1
2025-10-20T14:00,11.2,83,8.4,8.1,4,0.00,0.00,0.00,0.00,0.00,3,100,18100.00,18.0,42.1,0.45,1
2025-10-20T15:00,10.9,81,7.7,7.4,3,0.00,0.00,0.00,0.00,0.00,3,100,18900.00,19.8,44.3,1.10,1
2025-10-20T16:00,12.6,75,8.3,9.3,1,0.00,0.00,0.00,0.00,0.00,3,100,22200.00,19.6,37.8,1.50,1
2025-10-20T17:00,13.9,59,6.0,10.2,1,0.00,0.00,0.00,0.00,0.00,0,14,32100.00,18.8,34.9,2.40,1
2025-10-20T18:00,14.6,54,5.4,10.6,0,0.00,0.00,0.00,0.00,0.00,0,6,36000.00,20.8,36.7,3.65,1
2025-10-20T19:00,14.8,46,3.3,10.0,0,0.00,0.00,0.00,0.00,0.00,0,0,44000.00,22.7,35.6,3.25,1
2025-10-20T20:00,14.6,48,3.7,10.3,0,0.00,0.00,0.00,0.00,0.00,0,17,42200.00,19.7,35.6,2.40,1
2025-10-20T21:00,13.9,49,3.3,10.3,0,0.00,0.00,0.00,0.00,0.00,0,9,40600.00,14.2,30.6,1.40,1
2025-10-20T22:00,12.2,60,4.7,9.2,0,0.00,0.00,0.00,0.00,0.00,0,0,31100.00,12.1,27.7,0.50,1
2025-10-20T23:00,10.6,60,3.2,7.4,0,0.00,0.00,0.00,0.00,0.00,0,0,31200.00,11.2,32.0,0.00,0
2025-10-21T00:00,10.0,64,3.5,6.9,0,0.00,0.00,0.00,0.00,0.00,0,0,28600.00,10.4,26.3,0.00,0
2025-10-21T01:00,9.3,61,2.2,6.1,0,0.00,0.00,0.00,0.00,0.00,0,0,30300.00,10.1,25.2,0.00,0
2025-10-21T02:00,8.7,70,3.5,5.8,0,0.00,0.00,0.00,0.00,0.00,3,100,24500.00,9.2,17.3,0.00,0
2025-10-21T03:00,9.1,72,4.3,6.5,0,0.00,0.00,0.00,0.00,0.00,3,100,23400.00,8.2,15.8,0.00,0
2025-10-21T04:00,8.4,71,3.4,5.9,0,0.00,0.00,0.00,0.00,0.00,3,100,23900.00,6.8,13.0,0.00,0
2025-10-21T05:00,8.4,67,2.6,5.6,0,0.00,0.00,0.00,0.00,0.00,0,0,26500.00,7.4,7.9,0.00,0
2025-10-21T06:00,7.7,68,2.2,5.6,0,0.00,0.00,0.00,0.00,0.00,0,0,26000.00,2.5,6.5,0.00,0
2025-10-21T07:00,7.2,70,2.1,5.1,0,0.00,0.00,0.00,0.00,0.00,0,0,28200.00,2.3,11.5,0.00,0
2025-10-21T08:00,7.7,64,1.3,4.8,0,0.00,0.00,0.00,0.00,0.00,0,0,28800.00,6.8,15.1,0.00,0
2025-10-21T09:00,7.0,75,2.9,4.3,0,0.00,0.00,0.00,0.00,0.00,0,0,20600.00,7.4,16.6,0.00,0
2025-10-21T10:00,6.4,79,3.0,3.7,0,0.00,0.00,0.00,0.00,0.00,0,0,18200.00,7.5,9.7,0.00,0
2025-10-21T11:00,6.9,78,3.4,4.1,0,0.00,0.00,0.00,0.00,0.00,0,0,17100.00,8.9,21.6,0.00,0
2025-10-21T12:00,8.4,76,4.4,5.8,0,0.00,0.00,0.00,0.00,0.00,0,0,17300.00,8.7,26.3,0.00,1
2025-10-21T13:00,10.6,81,7.5,8.7,1,0.00,0.00,0.00,0.00,0.00,0,0,18100.00,8.5,25.6,0.40,1
2025-10-21T14:00,12.8,82,9.8,11.3,1,0.00,0.00,0.00,0.00,0.00,0,6,18000.00,10.0,33.8,0.35,1
2025-10-21T15:00,13.1,72,8.1,10.6,13,0.00,0.00,0.00,0.00,0.00,3,99,23200.00,13.7,36.0,0.80,1
2025-10-21T16:00,13.6,70,8.3,9.8,37,0.00,0.00,0.00,0.00,0.00,3,100,24200.00,23.2,38.5,0.40,1
2025-10-21T17:00,13.7,73,9.0,11.1,17,0.00,0.00,0.00,0.00,0.00,3,99,22300.00,16.0,31.7,1.85,1
2025-10-21T18:00,14.6,75,10.2,12.2,16,0.00,0.00,0.00,0.00,0.00,3,100,22000.00,16.6,31.3,1.15,1
2025-10-21T19:00,14.2,80,10.8,12.5,11,0.00,0.00,0.00,0.00,0.00,3,82,19300.00,14.0,30.2,2.85,1
2025-10-21T20:00,15.1,60,7.4,11.9,9,0.00,0.00,0.00,0.00,0.00,3,100,31400.00,17.4,29.9,1.85,1
2025-10-21T21:00,14.6,55,5.7,11.5,2,0.00,0.00,0.00,0.00,0.00,0,0,35500.00,13.9,30.6,1.30,1
2025-10-21T22:00,13.2,54,4.1,10.7,0,0.00,0.00,0.00,0.00,0.00,0,0,36500.00,8.1,28.1,0.45,1
2025-10-21T23:00,12.5,55,3.7,10.2,0,0.00,0.00,0.00,0.00,0.00,3,82,35300.00,6.0,20.9,0.00,0
2025-10-22T00:00,11.6,65,5.2,9.3,0,0.00,0.00,0.00,0.00,0.00,0,16,28200.00,7.4,33.5,0.00,0
2025-10-22T01:00,10.5,70,5.3,7.4,0,0.00,0.00,0.00,0.00,0.00,0,0,23500.00,13.2,28.4,0.00,0
2025-10-22T02:00,9.3,69,3.9,5.0,2,0.00,0.00,0.00,0.00,0.00,1,24,24400.00,19.8,46.1,0.00,0
2025-10-22T03:00,8.3,77,4.5,6.0,13,0.00,0.00,0.00,0.00,0.00,2,51,20600.00,6.3,30.2,0.00,0
2025-10-22T04:00,8.0,83,5.3,6.1,23,0.00,0.00,0.00,0.00,0.00,0,12,17300.00,5.6,31.3,0.00,0
2025-10-22T05:00,8.1,87,6.1,5.9,26,0.00,0.00,0.00,0.00,0.00,3,99,15300.00,8.5,27.7,0.00,0
2025-10-22T06:00,8.0,80,4.8,4.9,25,0.10,0.10,0.00,0.00,0.00,51,100,18500.00,12.6,33.8,0.00,0
2025-10-22T07:00,7.9,89,6.2,6.2,25,0.10,0.10,0.00,0.00,0.00,51,100,14400.00,5.2,21.6,0.00,0
2025-10-22T08:00,8.2,87,6.1,5.8,11,0.00,0.00,0.00,0.00,0.00,3,100,15400.00,10.0,29.9,0.00,0
2025-10-22T09:00,7.5,86,5.3,4.9,14,0.00,0.00,0.00,0.00,0.00,3,88,15600.00,9.9,27.7,0.00,0
2025-10-22T10:00,6.8,86,4.6,4.1,4,0.00,0.00,0.00,0.00,0.00,0,0,15600.00,9.4,25.6,0.00,0
